campaign_name,start_date,end_date,budget,roi,type,target_audience,channel,conversion_rate,revenue,net_profit,mes_inicio,mes_fin,año_inicio,año_fin,trimestre_inicio,trimestre_fin,roi_category,conversion_rate_category,performance_category,cost_per_conversion
Down-sized systematic contingency,2023-05-14,2024-07-26,67417.39,0.15,podcast,B2C,paid,0.74,291171.32,223753.93,5,7,2023,2024,2,3,Bajo,Alto,Regular,91104.58108108108
Focused holistic installation,2022-12-13,2023-09-14,65008.76,0.15,podcast,B2B,paid,0.36,433912.4,368903.64,12,9,2022,2023,4,3,Bajo,Medio,Regular,180579.8888888889
Profound 24/7 parallelism,2023-06-21,2023-12-13,75478.5,0.15,social media,B2B,referral,0.34,372918.3,297439.8,6,12,2023,2023,2,4,Bajo,Medio,Regular,221995.5882352941
Ergonomic incremental utilization,2022-11-06,2024-06-01,30574.8,0.2,webinar,B2C,promotion,0.92,985934.77,955359.97,11,6,2022,2024,4,2,Bajo,Alto,Regular,33233.47826086956
Implemented actuating structure,2023-01-26,2024-05-11,73452.84,0.1,podcast,B2B,paid,0.83,870280.71,796827.87,1,5,2023,2024,1,2,Bajo,Alto,Regular,88497.39759036145
Optimized high-level ability,2023-04-22,2024-03-23,2113.42,0.97,email,B2C,paid,0.6,545164.59,543051.1699999999,4,3,2023,2024,2,1,Alto,Medio,Bueno,3522.366666666667
Up-sized eco-centric open architecture,2023-05-20,2023-08-22,43439.29,0.57,social media,B2B,paid,0.24,887646.91,844207.62,5,8,2023,2023,2,3,Medio,Bajo,Regular,180997.0416666667
Business-focused systematic Graphical User Interface,2023-01-25,2023-11-22,55795.59,0.37,social media,B2B,organic,0.7,678927.4,623131.81,1,11,2023,2023,1,4,Medio,Alto,Bueno,79707.9857142857
Up-sized maximized time-frame,2023-05-17,2024-06-24,7795.44,0.95,social media,B2B,organic,0.24,533292.53,525497.0900000001,5,6,2023,2024,2,2,Alto,Bajo,Regular,32481.0
Versatile explicit standardization,2023-05-08,2023-11-16,93728.56,0.87,webinar,B2B,paid,0.68,371660.32,277931.76,5,11,2023,2023,2,4,Alto,Alto,Excelente,137836.1176470588
Extended regional paradigm,2023-01-15,2023-09-09,61599.31,0.44,email,B2C,organic,0.3,510396.54,448797.23,1,9,2023,2023,1,3,Medio,Bajo,Regular,205331.03333333333
Multi-channeled real-time info-mediaries,2023-06-27,2024-04-30,71582.81,0.51,email,B2B,paid,0.0,878650.2,807067.3899999999,6,4,2023,2024,2,2,Medio,Bajo,Regular,inf
Function-based 4thgeneration flexibility,2023-02-11,2024-04-20,40565.83,0.62,social media,B2C,promotion,0.11,90238.91,49673.08,2,4,2023,2024,1,2,Alto,Bajo,Regular,368780.27272727276
Stand-alone client-driven approach,2023-02-28,2023-10-05,8570.41,0.52,podcast,B2B,paid,0.71,864848.47,856278.0599999999,2,10,2023,2023,1,4,Medio,Alto,Bueno,12071.0
Balanced optimizing software,2023-04-10,2024-05-10,10297.36,0.95,podcast,B2B,paid,0.71,997657.18,987359.8200000001,4,5,2023,2024,2,2,Alto,Alto,Excelente,14503.323943661973
De-engineered object-oriented framework,2022-10-01,2023-12-10,12624.62,0.31,social media,B2C,paid,0.51,490299.83,477675.21,10,12,2022,2023,4,4,Medio,Medio,Bueno,24754.156862745098
Multi-layered full-range throughput,2023-02-09,2024-03-01,71398.88,0.38,social media,B2B,paid,0.83,428690.2,357291.32,2,3,2023,2024,1,1,Medio,Alto,Bueno,86022.74698795182
Self-enabling multi-tasking help-desk,2023-05-01,2024-07-16,95378.2,0.69,email,B2B,referral,0.91,744126.87,648748.67,5,7,2023,2024,2,3,Alto,Alto,Excelente,104811.20879120879
Object-based national standardization,2022-08-13,2023-10-06,95049.66,0.84,podcast,B2C,promotion,0.2,307444.6,212394.93999999997,8,10,2022,2023,3,4,Alto,Bajo,Regular,475248.3
Object-based leadingedge initiative,2023-03-01,2024-02-08,14254.9,0.8,podcast,B2C,promotion,0.31,373966.59,359711.69,3,2,2023,2024,1,1,Alto,Medio,Bueno,45983.54838709677
Sharable background circuit,2022-08-26,2024-06-15,39380.23,0.58,email,B2B,referral,0.99,878859.45,839479.22,8,6,2022,2024,3,2,Medio,Alto,Bueno,39778.010101010106
Synchronized national system engine,2023-01-18,2023-11-11,1223.82,0.71,social media,B2C,paid,0.3,768567.7,767343.88,1,11,2023,2023,1,4,Alto,Bajo,Regular,4079.4
Front-line attitude-oriented adapter,2023-01-07,2024-04-23,32575.19,0.9,webinar,B2C,referral,0.17,262152.11,229576.91999999998,1,4,2023,2024,1,2,Alto,Bajo,Regular,191618.76470588232
Grass-roots scalable framework,2023-02-16,2023-08-19,61978.1,0.39,social media,B2C,paid,0.77,108.21,-61869.89,2,8,2023,2023,1,3,Medio,Alto,Bueno,80491.03896103895
Networked zero administration array,2022-12-29,2023-12-13,62893.8,0.18,email,B2B,promotion,0.53,956677.1,893783.2999999999,12,12,2022,2023,4,4,Bajo,Medio,Regular,118667.54716981133
Visionary client-driven instruction set,2022-12-18,2023-11-09,80963.14,0.14,email,B2C,organic,0.7,520779.28,439816.14,12,11,2022,2023,4,4,Bajo,Alto,Regular,115661.62857142858
Seamless directional Graphic Interface,2022-08-27,2023-12-08,89833.97,0.6,email,B2C,promotion,0.42,533309.75,443475.78,8,12,2022,2023,3,4,Medio,Medio,Bueno,213890.40476190476
Innovative 4thgeneration protocol,2022-08-16,2024-01-24,78857.26,0.15,webinar,B2C,promotion,0.74,899416.78,820559.52,8,1,2022,2024,3,1,Bajo,Alto,Regular,106563.86486486485
Cross-group radical definition,2023-04-24,2024-04-01,42878.1,0.48,webinar,B2C,organic,0.66,236497.1,193619.0,4,4,2023,2024,2,2,Medio,Alto,Bueno,64966.81818181818
Automated client-server contingency,2022-11-30,2023-12-20,27483.74,0.8,social media,B2B,organic,0.38,138657.81,111174.06999999999,11,12,2022,2023,4,4,Alto,Medio,Bueno,72325.63157894737
Enterprise-wide tangible secured line,2023-07-04,2024-05-30,32993.61,0.4,email,B2B,promotion,0.9,15015.31,-17978.300000000003,7,5,2023,2024,3,2,Medio,Alto,Bueno,36659.566666666666
Open-architected transitional framework,2022-10-02,2023-12-15,2568.1,0.44,podcast,B2C,organic,0.26,189403.95,186835.85,10,12,2022,2023,4,4,Medio,Bajo,Regular,9877.307692307691
Networked motivating Graphic Interface,2022-08-06,2024-04-23,9689.82,0.23,podcast,B2C,referral,0.31,570403.72,560713.9,8,4,2022,2024,3,2,Bajo,Medio,Regular,31257.483870967742
Balanced impactful collaboration,2022-09-07,2024-03-24,48068.29,0.96,social media,B2C,organic,0.13,749632.31,701564.02,9,3,2022,2024,3,1,Alto,Bajo,Regular,369756.07692307694
Phased clear-thinking matrix,2022-12-28,2024-06-24,41572.75,0.88,webinar,B2B,paid,0.4,745526.31,703953.56,12,6,2022,2024,4,2,Alto,Medio,Bueno,103931.875
Multi-channeled hybrid workforce,2022-12-27,2023-09-12,54998.51,0.46,email,B2B,promotion,0.44,328378.21,273379.7,12,9,2022,2023,4,3,Medio,Medio,Bueno,124996.61363636365
Up-sized dedicated workforce,2022-09-13,2024-05-21,26043.99,0.28,email,B2C,organic,0.25,990541.8,964497.81,9,5,2022,2024,3,2,Bajo,Bajo,Regular,104175.96
Focused tangible array,2022-12-20,2024-03-10,24633.17,0.52,podcast,B2B,referral,0.45,477094.47,452461.3,12,3,2022,2024,4,1,Medio,Medio,Bueno,54740.37777777777
Organized heuristic customer loyalty,2022-08-14,2023-08-07,56844.8,0.17,email,B2B,referral,0.45,213233.35,156388.55,8,8,2022,2023,3,3,Bajo,Medio,Regular,126321.77777777778
Implemented radical array,2022-08-09,2024-02-11,50192.71,0.74,email,B2B,organic,0.13,579337.15,529144.4400000001,8,2,2022,2024,3,1,Alto,Bajo,Regular,386097.7692307692
Reactive even-keeled hardware,2023-04-20,2024-06-24,86585.56,0.62,email,B2B,organic,0.94,343542.86,256957.3,4,6,2023,2024,2,2,Alto,Alto,Excelente,92112.29787234042
Implemented logistical architecture,2023-07-20,2024-04-06,15386.79,0.23,webinar,B2B,organic,0.98,973522.31,958135.52,7,4,2023,2024,3,2,Bajo,Alto,Regular,15700.806122448981
Team-oriented intermediate matrices,2023-05-31,2024-01-04,56098.87,0.74,webinar,B2C,organic,0.53,693941.43,637842.56,5,1,2023,2024,2,1,Alto,Medio,Bueno,105846.92452830188
Operative optimizing firmware,2023-04-06,2024-06-20,86427.37,0.16,webinar,B2B,organic,0.69,615345.97,528918.6,4,6,2023,2024,2,2,Bajo,Alto,Regular,125257.0579710145
Cloned system-worthy project,2023-05-11,2023-11-30,12214.82,0.36,email,B2B,organic,0.46,553547.53,541332.7100000001,5,11,2023,2023,2,4,Medio,Medio,Bueno,26553.95652173913
Versatile regional capability,2022-09-26,2023-09-19,83088.32,0.14,email,B2C,paid,0.8,564579.89,481491.57,9,9,2022,2023,3,3,Bajo,Alto,Regular,103860.40000000001
De-engineered static standardization,2022-11-22,2023-10-21,80176.5,0.46,email,B2C,promotion,0.11,24198.61,-55977.89,11,10,2022,2023,4,4,Medio,Bajo,Regular,728877.2727272727
Total bi-directional attitude,2023-04-25,2024-06-12,11441.68,0.51,podcast,B2B,promotion,0.39,831009.89,819568.21,4,6,2023,2024,2,2,Medio,Medio,Bueno,29337.641025641024
Progressive non-volatile service-desk,2022-09-20,2024-06-10,48365.23,0.67,webinar,B2C,organic,0.67,340157.74,291792.51,9,6,2022,2024,3,2,Alto,Alto,Excelente,72186.9104477612
Business-focused needs-based synergy,2023-06-20,2023-09-12,86182.78,0.29,webinar,B2B,promotion,0.12,761650.71,675467.9299999999,6,9,2023,2023,2,3,Bajo,Bajo,Regular,718189.8333333334
Optional holistic Graphical User Interface,2023-04-15,2024-06-10,87937.87,0.75,social media,B2B,promotion,0.96,186429.38,98491.51000000001,4,6,2023,2024,2,2,Alto,Alto,Excelente,91601.94791666667
Grass-roots bottom-line strategy,2023-04-23,2023-08-09,13932.94,0.48,webinar,B2C,promotion,0.21,737381.8,723448.8600000001,4,8,2023,2023,2,3,Medio,Bajo,Regular,66347.33333333334
Quality-focused fault-tolerant secured line,2023-02-01,2023-08-02,8324.3,0.68,webinar,B2C,promotion,0.76,875993.48,867669.1799999999,2,8,2023,2023,1,3,Alto,Alto,Excelente,10953.026315789473
Secured solution-oriented application,2022-09-12,2024-02-22,10216.93,0.24,social media,B2B,organic,0.12,597726.39,587509.46,9,2,2022,2024,3,1,Bajo,Bajo,Regular,85141.08333333334
Multi-tiered executive task-force,2023-02-18,2024-03-24,73598.13,0.43,email,B2C,promotion,0.45,508514.45,434916.32,2,3,2023,2024,1,1,Medio,Medio,Bueno,163551.4
Focused empowering superstructure,2023-02-05,2024-05-26,39103.33,0.81,webinar,B2C,promotion,0.55,503191.26,464087.93,2,5,2023,2024,1,2,Alto,Medio,Bueno,71096.96363636364
Reverse-engineered motivating algorithm,2023-01-28,2024-03-23,5833.99,0.34,webinar,B2C,promotion,0.65,181824.5,175990.51,1,3,2023,2024,1,1,Medio,Alto,Bueno,8975.36923076923
Configurable attitude-oriented throughput,2023-01-14,2024-07-17,60899.96,0.89,podcast,B2C,promotion,0.3,511916.8,451016.83999999997,1,7,2023,2024,1,3,Alto,Bajo,Regular,202999.86666666667
Expanded neutral extranet,2023-06-16,2023-12-07,40596.83,0.94,podcast,B2B,promotion,0.22,794415.14,753818.31,6,12,2023,2023,2,4,Alto,Bajo,Regular,184531.04545454547
Reduced attitude-oriented task-force,2022-12-03,2023-12-24,25337.54,0.88,social media,B2C,promotion,0.17,569047.55,543710.01,12,12,2022,2023,4,4,Alto,Bajo,Regular,149044.35294117648
Focused logistical projection,2022-09-15,2023-10-18,93064.34,0.53,webinar,B2C,promotion,0.6,783632.31,690567.9700000001,9,10,2022,2023,3,4,Medio,Medio,Bueno,155107.23333333334
Proactive asymmetric time-frame,2023-01-15,2024-03-24,75609.64,0.43,webinar,B2C,promotion,0.84,579392.35,503782.70999999996,1,3,2023,2024,1,1,Medio,Alto,Bueno,90011.4761904762
Inverse systematic productivity,2023-05-08,2024-07-20,21939.98,0.1,email,B2C,promotion,0.55,52042.32,30102.34,5,7,2023,2024,2,3,Bajo,Medio,Regular,39890.87272727273
Optional coherent moratorium,2022-09-17,2023-11-24,89036.76,0.76,podcast,B2B,organic,0.44,917084.93,828048.17,9,11,2022,2023,3,4,Alto,Medio,Bueno,202356.2727272727
Expanded upward-trending conglomeration,2023-02-04,2024-06-01,31126.7,0.76,podcast,B2C,organic,0.37,899936.24,868809.54,2,6,2023,2024,1,2,Alto,Medio,Bueno,84126.21621621621
Compatible clear-thinking array,2022-08-17,2024-04-21,51825.62,0.6,webinar,B2B,promotion,0.49,891145.72,839320.1,8,4,2022,2024,3,2,Medio,Medio,Bueno,105766.57142857143
Universal 4thgeneration framework,2023-04-25,2023-12-22,71516.9,0.2,email,B2C,organic,0.72,857045.98,785529.08,4,12,2023,2023,2,4,Bajo,Alto,Regular,99329.02777777777
Persevering motivating benchmark,2023-07-02,2023-09-18,95735.11,0.49,social media,B2C,promotion,0.24,369103.26,273368.15,7,9,2023,2023,3,3,Medio,Bajo,Regular,398896.2916666667
Object-based content-based ability,2022-10-12,2023-12-20,26262.29,0.67,webinar,B2C,organic,0.77,415891.1,389628.81,10,12,2022,2023,4,4,Alto,Alto,Excelente,34106.87012987013
Innovative logistical interface,2023-03-05,2023-10-25,99579.39,0.1,social media,B2C,organic,0.28,758121.44,658542.0499999999,3,10,2023,2023,1,4,Bajo,Bajo,Regular,355640.6785714285
De-engineered impactful policy,2022-09-04,2024-06-11,35965.37,0.21,podcast,B2C,paid,0.77,574345.65,538380.28,9,6,2022,2024,3,2,Bajo,Alto,Regular,46708.27272727273
Integrated contextually-based parallelism,2022-08-19,2024-06-02,47201.38,0.58,webinar,B2C,organic,0.67,402603.75,355402.37,8,6,2022,2024,3,2,Medio,Alto,Bueno,70449.82089552238
Innovative mission-critical firmware,2023-04-10,2023-09-10,66401.2,0.71,email,B2C,promotion,0.91,419378.34,352977.14,4,9,2023,2023,2,3,Alto,Alto,Excelente,72968.35164835164
Advanced clear-thinking Graphical User Interface,2023-01-21,2024-05-19,69533.11,0.72,webinar,B2C,promotion,0.59,791308.71,721775.6,1,5,2023,2024,1,2,Alto,Medio,Bueno,117852.72881355933
Reactive tangible access,2022-09-09,2024-05-14,73328.31,0.18,webinar,B2B,organic,0.92,149637.56,76309.25,9,5,2022,2024,3,2,Bajo,Alto,Regular,79704.68478260869
Versatile systemic challenge,2023-02-02,2023-12-28,50036.8,0.27,social media,B2B,promotion,0.45,578349.16,528312.36,2,12,2023,2023,1,4,Bajo,Medio,Regular,111192.88888888889
Switchable value-added portal,2022-09-10,2023-09-16,24555.69,0.78,email,B2B,referral,0.19,542272.5,517716.81,9,9,2022,2023,3,3,Alto,Bajo,Regular,129240.47368421052
Up-sized well-modulated support,2022-09-11,2024-06-06,83793.28,0.45,webinar,B2C,paid,0.97,927525.79,843732.51,9,6,2022,2024,3,2,Medio,Alto,Bueno,86384.82474226804
Secured asymmetric focus group,2023-03-17,2023-10-05,20492.32,0.34,social media,B2C,paid,0.43,293207.54,272715.22,3,10,2023,2023,1,4,Medio,Medio,Bueno,47656.558139534885
Down-sized 6thgeneration methodology,2023-05-26,2023-12-14,84057.89,0.17,podcast,B2B,paid,0.69,574894.6,490836.70999999996,5,12,2023,2023,2,4,Bajo,Alto,Regular,121823.02898550725
Upgradable next generation knowledge user,2023-02-14,2023-09-01,44021.7,0.88,webinar,B2B,promotion,0.71,268456.4,224434.7,2,9,2023,2023,1,3,Alto,Alto,Excelente,62002.39436619718
Reverse-engineered regional data-warehouse,2022-11-10,2024-05-06,72633.75,0.42,email,B2C,referral,0.19,46016.24,-26617.510000000002,11,5,2022,2024,4,2,Medio,Bajo,Regular,382282.8947368421
Implemented 4thgeneration open system,2022-12-30,2024-05-12,42103.6,0.66,webinar,B2C,organic,0.84,789172.99,747069.39,12,5,2022,2024,4,2,Alto,Alto,Excelente,50123.333333333336
Progressive motivating array,2023-02-18,2024-01-18,30951.13,0.99,email,B2C,referral,0.25,576624.43,545673.3,2,1,2023,2024,1,1,Alto,Bajo,Regular,123804.52
Visionary client-driven pricing structure,2022-09-11,2024-07-29,4675.43,0.68,social media,B2B,paid,0.5,641884.2,637208.7699999999,9,7,2022,2024,3,3,Alto,Medio,Bueno,9350.86
Pre-emptive mission-critical matrices,2022-08-30,2023-11-19,55342.0,0.19,email,B2C,organic,0.9,350758.89,295416.89,8,11,2022,2023,3,4,Bajo,Alto,Regular,61491.11111111111
Triple-buffered high-level neural-net,2022-11-01,2024-06-05,83667.24,0.25,social media,B2B,organic,0.0,460534.5,376867.26,11,6,2022,2024,4,2,Bajo,Bajo,Regular,inf
Managed actuating open architecture,2022-12-30,2023-11-02,69912.37,0.71,email,B2C,promotion,0.24,325212.98,255300.61,12,11,2022,2023,4,4,Alto,Bajo,Regular,291301.5416666667
Visionary composite task-force,2022-10-22,2024-07-30,68203.64,0.74,email,B2B,organic,0.56,931667.61,863463.97,10,7,2022,2024,4,3,Alto,Medio,Bueno,121792.21428571428
Ergonomic fresh-thinking customer loyalty,2022-08-28,2024-05-20,53848.51,0.27,email,B2B,organic,0.98,940582.98,886734.47,8,5,2022,2024,3,2,Bajo,Alto,Regular,54947.45918367347
Enterprise-wide didactic instruction set,2022-11-11,2023-10-05,2339.3,0.25,social media,B2B,organic,0.73,197904.55,195565.25,11,10,2022,2023,4,4,Bajo,Alto,Regular,3204.5205479452056
Decentralized client-driven adapter,2023-01-08,2024-03-18,85162.21,0.12,webinar,B2C,promotion,0.9,547794.76,462632.55,1,3,2023,2024,1,1,Bajo,Alto,Regular,94624.67777777779
Cross-platform transitional interface,2022-08-05,2023-09-23,57412.53,0.66,webinar,B2C,paid,0.2,540285.9,482873.37,8,9,2022,2023,3,3,Alto,Bajo,Regular,287062.64999999997
Universal transitional moderator,2023-05-04,2024-07-22,17051.21,0.72,social media,B2B,promotion,0.22,572556.5,555505.29,5,7,2023,2024,2,3,Alto,Bajo,Regular,77505.5
Universal composite open system,2023-03-02,2024-01-13,20606.52,0.12,webinar,B2B,organic,0.42,346919.49,326312.97,3,1,2023,2024,1,1,Bajo,Medio,Regular,49063.14285714286
Public-key human-resource product,2022-11-11,2024-07-23,18637.27,0.25,podcast,B2B,paid,0.16,105353.85,86716.58,11,7,2022,2024,4,3,Bajo,Bajo,Regular,116482.9375
Secured background encryption,2022-09-22,2023-12-18,57858.79,0.1,email,B2B,referral,0.16,755718.77,697859.98,9,12,2022,2023,3,4,Bajo,Bajo,Regular,361617.4375
Implemented content-based contingency,2023-07-18,2023-09-05,9933.82,0.4,email,B2C,promotion,0.35,286921.83,276988.01,7,9,2023,2023,3,3,Medio,Medio,Bueno,28382.34285714286
Open-architected responsive array,2022-12-24,2023-12-10,55733.12,0.34,social media,B2C,promotion,0.31,148330.9,92597.78,12,12,2022,2023,4,4,Medio,Medio,Bueno,179784.25806451615
Reverse-engineered client-server neural-net,2023-01-19,2024-02-17,3854.95,0.12,social media,B2B,promotion,0.34,223877.3,220022.34999999998,1,2,2023,2024,1,1,Bajo,Medio,Regular,11338.088235294117
Networked upward-trending forecast,2023-07-06,2024-01-23,43185.33,0.47,email,B2B,referral,0.72,918409.28,875223.9500000001,7,1,2023,2024,3,1,Medio,Alto,Bueno,59979.62500000001
Multi-layered optimal pricing structure,2023-01-28,2023-11-21,35728.11,0.35,webinar,B2C,organic,0.97,556729.13,521001.02,1,11,2023,2023,1,4,Medio,Alto,Bueno,36833.10309278351
Persistent stable leverage,2023-01-15,2023-10-04,70220.82,0.5,social media,B2B,paid,0.33,89723.88,19503.059999999998,1,10,2023,2023,1,4,Medio,Medio,Bueno,212790.36363636365
Focused stable analyzer,2023-06-28,2024-06-06,39506.88,0.55,webinar,B2C,organic,0.81,753417.28,713910.4,6,6,2023,2024,2,2,Medio,Alto,Bueno,48773.92592592592
Networked exuding instruction set,2022-09-11,2024-02-27,93971.2,0.39,podcast,B2C,promotion,0.29,232132.15,138160.95,9,2,2022,2024,3,1,Medio,Bajo,Regular,324038.6206896552
Multi-layered intermediate conglomeration,2022-08-30,2024-04-17,51220.79,0.41,webinar,B2C,referral,0.13,784728.26,733507.47,8,4,2022,2024,3,2,Medio,Bajo,Regular,394006.07692307694
Visionary 24hour circuit,2022-08-26,2024-06-21,88113.95,0.39,email,B2B,paid,0.49,528254.15,440140.2,8,6,2022,2024,3,2,Medio,Medio,Bueno,179824.38775510204
Optional even-keeled functionalities,2023-01-01,2023-08-23,62829.72,0.5,webinar,B2C,referral,0.62,253765.71,190935.99,1,8,2023,2023,1,3,Medio,Alto,Bueno,101338.25806451614
De-engineered systematic conglomeration,2023-05-02,2023-12-26,79350.42,0.81,webinar,B2C,organic,0.57,332867.82,253517.40000000002,5,12,2023,2023,2,4,Alto,Medio,Bueno,139211.26315789475
Extended 24hour contingency,2023-07-07,2023-08-18,69815.82,0.16,podcast,B2C,organic,0.27,2810.51,-67005.31000000001,7,8,2023,2023,3,3,Bajo,Bajo,Regular,258577.11111111112
User-centric clear-thinking interface,2022-08-28,2024-05-27,29206.8,0.6,social media,B2C,referral,0.34,628376.14,599169.34,8,5,2022,2024,3,2,Medio,Medio,Bueno,85902.35294117646
Programmable optimal capability,2023-06-06,2024-02-27,59160.0,0.77,email,B2B,organic,0.69,376200.21,317040.21,6,2,2023,2024,2,1,Alto,Alto,Excelente,85739.13043478261
Optimized zero administration approach,2023-04-07,2023-11-13,17097.49,0.3,email,B2B,referral,0.82,378447.69,361350.2,4,11,2023,2023,2,4,Bajo,Alto,Regular,20850.597560975613
Robust directional complexity,2023-03-16,2024-07-27,31330.31,0.35,email,B2B,organic,0.77,820739.68,789409.37,3,7,2023,2024,1,3,Medio,Alto,Bueno,40688.71428571429
Reverse-engineered 4thgeneration analyzer,2022-12-24,2023-11-03,35539.13,0.53,social media,B2C,referral,0.68,579364.9,543825.77,12,11,2022,2023,4,4,Medio,Alto,Bueno,52263.42647058823
Secured incremental moratorium,2022-08-04,2023-08-28,43792.4,0.94,webinar,B2B,paid,0.81,70347.37,26554.969999999994,8,8,2022,2023,3,3,Alto,Alto,Excelente,54064.69135802469
Universal asymmetric extranet,2023-03-07,2024-04-30,80292.7,0.6,webinar,B2B,referral,0.25,19497.73,-60794.97,3,4,2023,2024,1,2,Medio,Bajo,Regular,321170.8
User-friendly next generation challenge,2023-01-27,2023-09-10,93319.78,0.61,social media,B2B,promotion,0.57,738244.49,644924.71,1,9,2023,2023,1,3,Alto,Medio,Bueno,163718.91228070177
Vision-oriented zero tolerance hardware,2023-01-13,2023-12-28,25534.3,0.9,email,B2C,paid,0.99,141758.95,116224.65000000001,1,12,2023,2023,1,4,Alto,Alto,Excelente,25792.222222222223
Reverse-engineered static infrastructure,2023-07-16,2023-08-07,7315.35,0.86,email,B2C,referral,0.7,162798.55,155483.19999999998,7,8,2023,2023,3,3,Alto,Alto,Excelente,10450.500000000002
Managed leadingedge knowledge user,2023-03-04,2024-01-27,4714.75,0.66,email,B2B,referral,0.12,650653.56,645938.81,3,1,2023,2024,1,1,Alto,Bajo,Regular,39289.583333333336
Multi-channeled full-range framework,2023-07-01,2023-08-31,83835.24,0.16,webinar,B2C,organic,0.48,161707.63,77872.39,7,8,2023,2023,3,3,Bajo,Medio,Regular,174656.75000000003
Optional secondary website,2022-12-13,2023-09-12,17625.0,0.22,webinar,B2B,paid,0.18,517206.57,499581.57,12,9,2022,2023,4,3,Bajo,Bajo,Regular,97916.66666666667
Open-source fault-tolerant open architecture,2023-06-03,2024-07-31,29827.35,0.52,webinar,B2C,referral,0.36,310553.26,280725.91000000003,6,7,2023,2024,2,3,Medio,Medio,Bueno,82853.75
Distributed dynamic process improvement,2022-09-17,2023-10-06,62616.23,0.59,email,B2B,organic,0.7,652592.33,589976.1,9,10,2022,2023,3,4,Medio,Alto,Bueno,89451.75714285715
Triple-buffered exuding Local Area Network,2022-12-19,2023-11-21,47196.25,0.9,podcast,B2C,promotion,0.92,572836.7,525640.45,12,11,2022,2023,4,4,Alto,Alto,Excelente,51300.27173913043
Vision-oriented 24hour migration,2022-09-30,2023-12-07,4072.67,0.15,social media,B2C,organic,0.18,7636.54,3563.87,9,12,2022,2023,3,4,Bajo,Bajo,Regular,22625.944444444445
Intuitive 4thgeneration access,2022-08-16,2024-07-28,82509.65,0.78,social media,B2B,referral,0.29,702414.14,619904.49,8,7,2022,2024,3,3,Alto,Bajo,Regular,284516.0344827586
Organic multi-tasking hardware,2022-11-28,2024-02-12,50412.87,0.91,social media,B2B,promotion,0.27,334303.84,283890.97000000003,11,2,2022,2024,4,1,Alto,Bajo,Regular,186714.33333333334
Switchable solution-oriented success,2023-06-13,2024-03-06,93586.76,0.96,social media,B2C,organic,0.87,601987.53,508400.77,6,3,2023,2024,2,1,Alto,Alto,Excelente,107570.98850574713
Multi-channeled 5thgeneration methodology,2023-01-19,2024-02-28,7401.5,0.9,podcast,B2B,organic,0.12,537274.2,529872.7,1,2,2023,2024,1,1,Alto,Bajo,Regular,61679.16666666667
Object-based scalable utilization,2023-01-29,2023-12-01,97845.91,0.18,webinar,B2B,paid,0.63,985580.9,887734.99,1,12,2023,2023,1,4,Bajo,Alto,Regular,155310.96825396825
Operative tangible firmware,2023-04-19,2024-06-25,77555.4,0.8,email,B2C,organic,0.21,613448.3,535892.9,4,6,2023,2024,2,2,Alto,Bajo,Regular,369311.4285714286
Up-sized user-facing secured line,2022-10-02,2023-10-29,11168.71,0.8,social media,B2C,promotion,0.2,277549.41,266380.69999999995,10,10,2022,2023,4,4,Alto,Bajo,Regular,55843.549999999996
Upgradable transitional data-warehouse,2023-06-29,2023-12-13,43114.5850877193,0.59,social media,B2C,referral,0.67,558302.11,515187.52491228067,6,12,2023,2023,2,4,Medio,Alto,Bueno,64350.126996595965
Innovative context-sensitive framework,2023-03-01,2024-02-23,28964.45,0.59,email,B2C,referal,0.17,172882.59,143918.13999999998,3,2,2023,2024,1,1,Medio,Bajo,Regular,170379.11764705883
Typo in Date,2023-01-13,2024-02-29,50000.0,0.65,webinar,B2C,promotion,0.9,320000.0,270000.0,1,2,2023,2024,1,1,Alto,Alto,Excelente,55555.555555555555
Negative Revenue Test,2023-05-15,2023-11-15,25000.0,0.45,podcast,B2B,paid,0.33,-15000.0,-40000.0,5,11,2023,2023,2,4,Medio,Medio,Bueno,75757.57575757576
Duplicate Campaign,2023-04-01,2024-02-23,8082.3,0.35,email,B2B,organic,0.4,709593.48,701511.1799999999,4,2,2023,2024,2,1,Medio,Medio,Bueno,20205.75
Inconsistent Decimal,2023-06-01,2023-12-01,12345.67,0.33,social media,B2C,referral,0.75,89000.0,76654.33,6,12,2023,2023,2,4,Medio,Alto,Bueno,16460.893333333333
